department_code;department_name;municipality_code;municipality_name;type;longitude;latitude
44;la guajira;44078;barrancas;municipio;-72,793639;10,958669
44;la guajira;44090;dibulla;municipio;-73,307598;11,27155
44;la guajira;44098;distracción;municipio;-72,887405;10,898414
44;la guajira;44110;el molino;municipio;-72,92673;10,653505
44;la guajira;44279;fonseca;municipio;-72,846319;10,886734
44;la guajira;44378;hatonuevo;municipio;-72,75904;11,068864
44;la guajira;44420;la jagua del pilar;municipio;-73,072638;10,511862
44;la guajira;44430;maicao;municipio;-72,242738;11,378535
44;la guajira;44560;manaure;municipio;-72,438739;11,773767
44;la guajira;44650;san juan del cesar;municipio;-73,000629;10,769546
44;la guajira;44847;uribia;municipio;-72,265906;11,711904
44;la guajira;44855;urumita;municipio;-73,012507;10,560169
44;la guajira;44874;villanueva;municipio;-72,977583;10,608774
47;magdalena;47001;santa marta;municipio;-74,199829;11,204679
47;magdalena;47030;algarrobo;municipio;-74,061132;10,188059
47;magdalena;47053;aracataca;municipio;-74,186702;10,589791
47;magdalena;47058;ariguaní;municipio;-74,236515;9,847047
47;magdalena;47161;cerro de san antonio;municipio;-74,868474;10,325531
47;magdalena;47170;chivolo;municipio;-74,622242;10,026631
47;magdalena;47189;ciénaga;municipio;-74,241286;11,006654
47;magdalena;47205;concordia;municipio;-74,83303;10,257314
47;magdalena;47245;el banco;municipio;-73,97437;9,008503
47;magdalena;47258;el piñón;municipio;-74,823094;10,402781
47;magdalena;47268;el retén;municipio;-74,268444;10,610488
47;magdalena;47288;fundación;municipio;-74,191453;10,514146
47;magdalena;47318;guamal;municipio;-74,223689;9,144354
47;magdalena;47460;nueva granada;municipio;-74,391841;9,80186
47;magdalena;47541;pedraza;municipio;-74,9154;10,18825
47;magdalena;47545;pijiño del carmen;municipio;-74,459034;9,331922
47;magdalena;47551;pivijay;municipio;-74,613312;10,460707
47;magdalena;47555;plato;municipio;-74,784549;9,796713
47;magdalena;47570;puebloviejo;municipio;-74,28253;10,994766
47;magdalena;47605;remolino;municipio;-74,716172;10,701952
47;magdalena;47660;sabanas de san ángel;municipio;-74,213946;10,032536
47;magdalena;47675;salamina;municipio;-74,794189;10,491229
47;magdalena;47692;san sebastián de buenavista;municipio;-74,351498;9,241656
47;magdalena;47703;san zenón;municipio;-74,498992;9,245061
47;magdalena;47707;santa ana;municipio;-74,566845;9,324294
47;magdalena;47720;santa bárbara de pinto;municipio;-74,704667;9,432263
47;magdalena;47745;sitionuevo;municipio;-74,720021;10,775285
47;magdalena;47798;tenerife;municipio;-74,859783;9,898273
47;magdalena;47960;zapayán;municipio;-74,716878;10,168297
47;magdalena;47980;zona bananera;municipio;-74,140091;10,763024
50;meta;50001;villavicencio;municipio;-73,622601;4,126369
50;meta;50006;acacías;municipio;-73,766034;3,990413
50;meta;50110;barranca de upía;municipio;-72,961083;4,566225
50;meta;50124;cabuyaro;municipio;-72,791768;4,286705
50;meta;50150;castilla la nueva;municipio;-73,687302;3,830005
50;meta;50223;cubarral;municipio;-73,837999;3,793653
50;meta;50226;cumaral;municipio;-73,487052;4,270042
50;meta;50245;el calvario;municipio;-73,713325;4,352665
50;meta;50251;el castillo;municipio;-73,794225;3,563907
50;meta;50270;el dorado;municipio;-73,835264;3,739984
50;meta;50287;fuente de oro;municipio;-73,618121;3,462875
50;meta;50313;granada;municipio;-73,705815;3,547147
50;meta;50318;guamal;municipio;-73,768815;3,879657
50;meta;50325;mapiripán;municipio;-72,135509;2,896617
50;meta;50330;mesetas;municipio;-74,044328;3,382732
50;meta;50350;la macarena;municipio;-73,78661;2,177143
50;meta;50370;uribe;municipio;-74,351508;3,239634
50;meta;50400;lejanías;municipio;-74,023514;3,525115
50;meta;50450;puerto concordia;municipio;-72,760209;2,624006
50;meta;50568;puerto gaitán;municipio;-72,087649;4,314905
50;meta;50573;puerto lópez;municipio;-72,957324;4,09349
50;meta;50577;puerto lleras;municipio;-73,37385;3,272117
50;meta;50590;puerto rico;municipio;-73,206314;2,939621
50;meta;50606;restrepo;municipio;-73,565408;4,259556
50;meta;50680;san carlos de guaroa;municipio;-73,242253;3,71065
50;meta;50683;san juan de arama;municipio;-73,875832;3,373728
50;meta;50686;san juanito;municipio;-73,676699;4,458181
50;meta;50689;san martín;municipio;-73,695812;3,701899
50;meta;50711;vistahermosa;municipio;-73,750966;3,125579
52;nariño;52001;pasto;municipio;-77,278795;1,212352
52;nariño;52019;albán;municipio;-77,080712;1,474978
52;nariño;52022;aldana;municipio;-77,700564;0,882381
52;nariño;52036;ancuya;municipio;-77,514512;1,263276
52;nariño;52051;arboleda;municipio;-77,135467;1,503418
52;nariño;52079;barbacoas;municipio;-78,13765;1,671733
52;nariño;52083;belén;municipio;-77,015619;1,595681
52;nariño;52110;buesaco;municipio;-77,156463;1,381453
52;nariño;52203;colón;municipio;-77,019777;1,643878
52;nariño;52207;consacá;municipio;-77,466136;1,207854
52;nariño;52210;contadero;municipio;-77,549409;0,910458
52;nariño;52215;córdoba;municipio;-77,517897;0,854564
52;nariño;52224;cuaspud carlosama;municipio;-77,728947;0,862978
52;nariño;52227;cumbal;municipio;-77,792505;0,906367
52;nariño;52233;cumbitara;municipio;-77,578616;1,647163
52;nariño;52240;chachagüí;municipio;-77,281869;1,360545
52;nariño;52250;el charco;municipio;-78,110217;2,479688
52;nariño;52254;el peñol;municipio;-77,438522;1,453567
52;nariño;52256;el rosario;municipio;-77,33417;1,745309
52;nariño;52258;el tablón de gómez;municipio;-77,097101;1,427277
52;nariño;52260;el tambo;municipio;-77,390772;1,407913
52;nariño;52287;funes;municipio;-77,448913;1,001159
52;nariño;52317;guachucal;municipio;-77,731589;0,959744
52;nariño;52320;guaitarilla;municipio;-77,549824;1,129574
52;nariño;52323;gualmatán;municipio;-77,568701;0,919652
52;nariño;52352;iles;municipio;-77,521227;0,96952
52;nariño;52354;imués;municipio;-77,496339;1,05506
52;nariño;52356;ipiales;municipio;-77,646367;0,827732
52;nariño;52378;la cruz;municipio;-76,970504;1,601318
52;nariño;52381;la florida;municipio;-77,402882;1,29753
52;nariño;52385;la llanada;municipio;-77,58091;1,472892
52;nariño;52390;la tola;municipio;-78,189725;2,398999
52;nariño;52399;la unión;municipio;-77,131316;1,600219
52;nariño;52405;leiva;municipio;-77,306135;1,934453
52;nariño;52411;linares;municipio;-77,523953;1,350814
52;nariño;52418;los andes;municipio;-77,521303;1,494587
52;nariño;52427;magüí;municipio;-78,182924;1,765633
52;nariño;52435;mallama;municipio;-77,864549;1,141037
52;nariño;52473;mosquera;municipio;-78,452992;2,507139
52;nariño;52480;nariño;municipio;-77,357972;1,288979
52;nariño;52490;olaya herrera;municipio;-78,325814;2,347457
52;nariño;52506;ospina;municipio;-77,566082;1,058433
52;nariño;52520;francisco pizarro;municipio;-78,658361;2,040629
52;nariño;52540;policarpa;municipio;-77,458686;1,627196
52;nariño;52560;potosí;municipio;-77,573003;0,806639
52;nariño;52565;providencia;municipio;-77,596794;1,237814
52;nariño;52573;puerres;municipio;-77,504211;0,885125
52;nariño;52585;pupiales;municipio;-77,636042;0,870442
52;nariño;52612;ricaurte;municipio;-77,995153;1,212492
52;nariño;52621;roberto payán;municipio;-78,245716;1,697492
52;nariño;52678;samaniego;municipio;-77,594341;1,335438
52;nariño;52683;sandoná;municipio;-77,47313;1,283438
52;nariño;52685;san bernardo;municipio;-77,0475;1,513762
52;nariño;52687;san lorenzo;municipio;-77,21542;1,503362
52;nariño;52693;san pablo;municipio;-77,013984;1,669429
52;nariño;52694;san pedro de cartago;municipio;-77,11941;1,551572
52;nariño;52696;santa bárbara;municipio;-77,979916;2,449653
52;nariño;52699;santacruz;municipio;-77,677035;1,222589
52;nariño;52720;sapuyes;municipio;-77,62028;1,037536
52;nariño;52786;taminango;municipio;-77,2808;1,570358
52;nariño;52788;tangua;municipio;-77,393735;1,09482
52;nariño;52835;san andrés de tumaco;municipio;-78,764073;1,807399
52;nariño;52838;túquerres;municipio;-77,61672;1,085044
52;nariño;52885;yacuanquer;municipio;-77,400169;1,115937
54;norte de santander;54001;san josé de cúcuta;municipio;-72,508178;7,905725
54;norte de santander;54003;ábrego;municipio;-73,221722;8,081616
54;norte de santander;54051;arboledas;municipio;-72,798952;7,642985
54;norte de santander;54099;bochalema;municipio;-72,64701;7,612192
54;norte de santander;54109;bucarasica;municipio;-72,868231;8,041299
54;norte de santander;54125;cácota;municipio;-72,642059;7,268705
54;norte de santander;54128;cáchira;municipio;-73,048983;7,741248
54;norte de santander;54172;chinácota;municipio;-72,601162;7,603112
54;norte de santander;54174;chitagá;municipio;-72,665468;7,138187
54;norte de santander;54206;convención;municipio;-73,3372;8,470374
54;norte de santander;54223;cucutilla;municipio;-72,772816;7,539633
54;norte de santander;54239;durania;municipio;-72,658491;7,714804
54;norte de santander;54245;el carmen;municipio;-73,446687;8,510579
54;norte de santander;54250;el tarra;municipio;-73,09614;8,574281
54;norte de santander;54261;el zulia;municipio;-72,604717;7,938572
54;norte de santander;54313;gramalote;municipio;-72,787233;7,916946
54;norte de santander;54344;hacarí;municipio;-73,145997;8,321506
54;norte de santander;54347;herrán;municipio;-72,483519;7,506541
54;norte de santander;54377;labateca;municipio;-72,495983;7,298414
54;norte de santander;54385;la esperanza;municipio;-73,328126;7,639839
54;norte de santander;54398;la playa;municipio;-73,239986;8,21124
54;norte de santander;54405;los patios;municipio;-72,505612;7,833186
54;norte de santander;54418;lourdes;municipio;-72,832376;7,945631
54;norte de santander;54480;mutiscua;municipio;-72,747169;7,300469
54;norte de santander;54498;ocaña;municipio;-73,35607;8,248574
54;norte de santander;54518;pamplona;municipio;-72,647714;7,372802
54;norte de santander;54520;pamplonita;municipio;-72,639111;7,436745
54;norte de santander;54553;puerto santander;municipio;-72,411363;8,359993
54;norte de santander;54599;ragonvalia;municipio;-72,476708;7,577861
54;norte de santander;54660;salazar;municipio;-72,813064;7,773683
54;norte de santander;54670;san calixto;municipio;-73,208622;8,40214
54;norte de santander;54673;san cayetano;municipio;-72,625459;7,875695
54;norte de santander;54680;santiago;municipio;-72,716203;7,865856
54;norte de santander;54720;sardinata;municipio;-72,800577;8,082105
54;norte de santander;54743;silos;municipio;-72,757128;7,204736
54;norte de santander;54800;teorama;municipio;-73,28707;8,438134
54;norte de santander;54810;tibú;municipio;-72,734496;8,639891
54;norte de santander;54820;toledo;municipio;-72,481915;7,307692
54;norte de santander;54871;villa caro;municipio;-72,973601;7,914244
54;norte de santander;54874;villa del rosario;municipio;-72,469758;7,847672
63;quindío;63001;armenia;municipio;-75,680786;4,53598
63;quindío;63111;buenavista;municipio;-75,739572;4,360029
63;quindío;63130;calarcá;municipio;-75,646085;4,520982
63;quindío;63190;circasia;municipio;-75,636533;4,617759
63;quindío;63212;córdoba;municipio;-75,687866;4,392485
63;quindío;63272;filandia;municipio;-75,658387;4,674338
63;quindío;63302;génova;municipio;-75,790402;4,206641
63;quindío;63401;la tebaida;municipio;-75,786887;4,453755
63;quindío;63470;montenegro;municipio;-75,749827;4,565057
63;quindío;63548;pijao;municipio;-75,703329;4,335036
63;quindío;63594;quimbaya;municipio;-75,765074;4,624387
63;quindío;63690;salento;municipio;-75,570844;4,637157
66;risaralda;66001;pereira;municipio;-75,719711;4,804985
66;risaralda;66045;apía;municipio;-75,942356;5,106526
66;risaralda;66075;balboa;municipio;-75,958663;4,949096
66;risaralda;66088;belén de umbría;municipio;-75,868334;5,200793
66;risaralda;66170;dosquebradas;municipio;-75,675371;4,833131
66;risaralda;66318;guática;municipio;-75,799005;5,315367
66;risaralda;66383;la celia;municipio;-76,0032;5,002787
66;risaralda;66400;la virginia;municipio;-75,880394;4,896624
66;risaralda;66440;marsella;municipio;-75,73879;4,935771
66;risaralda;66456;mistrató;municipio;-75,882886;5,297039
66;risaralda;66572;pueblo rico;municipio;-76,030801;5,222043
66;risaralda;66594;quinchía;municipio;-75,730431;5,340456
66;risaralda;66682;santa rosa de cabal;municipio;-75,623268;4,876271
66;risaralda;66687;santuario;municipio;-75,964628;5,074911
68;santander;68001;bucaramanga;municipio;-73,132562;7,11647
68;santander;68013;aguada;municipio;-73,523132;6,162355
68;santander;68020;albania;municipio;-73,91336;5,759166
68;santander;68051;aratoca;municipio;-73,01786;6,694418
68;santander;68077;barbosa;municipio;-73,615965;5,932531
68;santander;68079;barichara;municipio;-73,223047;6,634111
68;santander;68081;barrancabermeja;municipio;-73,849243;7,064857
68;santander;68092;betulia;municipio;-73,283669;6,899525
68;santander;68101;bolívar;municipio;-73,771346;5,988953
68;santander;68121;cabrera;municipio;-73,246475;6,592118
68;santander;68132;california;municipio;-72,946491;7,347989
68;santander;68147;capitanejo;municipio;-72,695427;6,527394
68;santander;68152;carcasí;municipio;-72,627099;6,629016
68;santander;68160;cepitá;municipio;-72,973536;6,753518
68;santander;68162;cerrito;municipio;-72,694851;6,840405
68;santander;68167;charalá;municipio;-73,146873;6,284339
68;santander;68169;charta;municipio;-72,968798;7,28082
68;santander;68176;chima;municipio;-73,373656;6,344348
68;santander;68179;chipatá;municipio;-73,637111;6,062521
68;santander;68190;cimitarra;municipio;-73,953011;6,320886
68;santander;68207;concepción;municipio;-72,694567;6,768908
68;santander;68209;confines;municipio;-73,240554;6,357327
68;santander;68211;contratación;municipio;-73,474426;6,290561
68;santander;68217;coromoro;municipio;-73,040816;6,294999
68;santander;68229;curití;municipio;-73,069383;6,605099
68;santander;68235;el carmen de chucurí;municipio;-73,51066;6,700038
68;santander;68245;el guacamayo;municipio;-73,496908;6,245111
68;santander;68250;el peñón;municipio;-73,815532;6,05537
68;santander;68255;el playón;municipio;-73,20287;7,470715
68;santander;68264;encino;municipio;-73,098749;6,137429
68;santander;68266;enciso;municipio;-72,699647;6,668034
68;santander;68271;florián;municipio;-73,97143;5,804659
68;santander;68276;floridablanca;municipio;-73,099104;7,072329
68;santander;68296;galán;municipio;-73,287769;6,638423
68;santander;68298;gámbita;municipio;-73,344185;5,945998
68;santander;68307;girón;municipio;-73,166832;7,070432
68;santander;68318;guaca;municipio;-72,856322;6,876563
68;santander;68320;guadalupe;municipio;-73,419292;6,245847
68;santander;68322;guapotá;municipio;-73,320732;6,308635
68;santander;68324;guavatá;municipio;-73,700906;5,954348
68;santander;68327;güepsa;municipio;-73,575146;6,025013
68;santander;68344;hato;municipio;-73,308399;6,543957
68;santander;68368;jesús maría;municipio;-73,783396;5,876497
68;santander;68370;jordán;municipio;-73,096053;6,732727
68;santander;68377;la belleza;municipio;-73,965494;5,85925
68;santander;68385;landázuri;municipio;-73,811359;6,218812
68;santander;68397;la paz;municipio;-73,58959;6,178509
68;santander;68406;lebrija;municipio;-73,219524;7,113351
68;santander;68418;los santos;municipio;-73,102739;6,755203
68;santander;68425;macaravita;municipio;-72,593105;6,50658
68;santander;68432;málaga;municipio;-72,732089;6,703081
68;santander;68444;matanza;municipio;-73,015566;7,323175
68;santander;68464;mogotes;municipio;-72,969807;6,475246
68;santander;68468;molagavita;municipio;-72,809175;6,67432
68;santander;68498;ocamonte;municipio;-73,122563;6,339988
68;santander;68500;oiba;municipio;-73,299791;6,26521
68;santander;68502;onzaga;municipio;-72,816766;6,344104
68;santander;68522;palmar;municipio;-73,29109;6,537789
68;santander;68524;palmas del socorro;municipio;-73,287764;6,406139
68;santander;68533;páramo;municipio;-73,17022;6,416811
68;santander;68547;piedecuesta;municipio;-73,054795;6,997245
68;santander;68549;pinchote;municipio;-73,174209;6,531552
68;santander;68572;puente nacional;municipio;-73,677567;5,878381
68;santander;68573;puerto parra;municipio;-74,056129;6,650785
68;santander;68575;puerto wilches;municipio;-73,899909;7,344057
68;santander;68615;rionegro;municipio;-73,150177;7,265014
68;santander;68655;sabana de torres;municipio;-73,49906;7,391919
68;santander;68669;san andrés;municipio;-72,848864;6,811511
68;santander;68673;san benito;municipio;-73,50907;6,126656
68;santander;68679;san gil;municipio;-73,134776;6,551952
68;santander;68682;san joaquín;municipio;-72,867638;6,427548
68;santander;68684;san josé de miranda;municipio;-72,733616;6,658995
68;santander;68686;san miguel;municipio;-72,644123;6,575315
68;santander;68689;san vicente de chucurí;municipio;-73,411024;6,880383
68;santander;68705;santa bárbara;municipio;-72,907445;6,990996
68;santander;68720;santa helena del opón;municipio;-73,616716;6,339565
68;santander;68745;simacota;municipio;-73,337368;6,443469
68;santander;68755;socorro;municipio;-73,261198;6,46387
68;santander;68770;suaita;municipio;-73,44165;6,101329
68;santander;68773;sucre;municipio;-73,790975;5,918743
68;santander;68780;suratá;municipio;-72,984232;7,36658
68;santander;68820;tona;municipio;-72,967023;7,201417
68;santander;68855;valle de san josé;municipio;-73,143507;6,448028
68;santander;68861;vélez;municipio;-73,672447;6,009275
68;santander;68867;vetas;municipio;-72,871041;7,30981
68;santander;68872;villanueva;municipio;-73,174307;6,670078
68;santander;68895;zapatoca;municipio;-73,268034;6,814387
70;sucre;70001;sincelejo;municipio;-75,395445;9,302322
70;sucre;70110;buenavista;municipio;-74,972827;9,319794
70;sucre;70124;caimito;municipio;-75,117141;8,789324
70;sucre;70204;colosó;municipio;-75,353256;9,494192
70;sucre;70215;corozal;municipio;-75,293048;9,318749
70;sucre;70221;coveñas;municipio;-75,680158;9,402779
70;sucre;70230;chalán;municipio;-75,312697;9,545352
70;sucre;70233;el roble;municipio;-75,198378;9,100647
70;sucre;70235;galeras;municipio;-75,04959;9,160379
70;sucre;70265;guaranda;municipio;-74,537749;8,468556
70;sucre;70400;la unión;municipio;-75,276056;8,853975
70;sucre;70418;los palmitos;municipio;-75,268716;9,380269
70;sucre;70429;majagual;municipio;-74,628077;8,541163
70;sucre;70473;morroa;municipio;-75,305949;9,331395
70;sucre;70508;ovejas;municipio;-75,229037;9,527176
70;sucre;70523;palmito;municipio;-75,541264;9,333157
70;sucre;70670;sampués;municipio;-75,380222;9,183193
70;sucre;70678;san benito abad;municipio;-75,031089;8,930108
70;sucre;70702;san juan de betulia;municipio;-75,243565;9,273066
70;sucre;70708;san marcos;municipio;-75,133831;8,661774
70;sucre;70713;san onofre;municipio;-75,522398;9,736955
70;sucre;70717;san pedro;municipio;-75,063647;9,39625
70;sucre;70742;san luis de sincé;municipio;-75,145999;9,244308
70;sucre;70771;sucre;municipio;-74,723175;8,811737
70;sucre;70820;santiago de tolú;municipio;-75,581112;9,525387
70;sucre;70823;san josé de toluviejo;municipio;-75,44085;9,451819
73;tolima;73001;ibagué;municipio;-75,19425;4,432248
73;tolima;73024;alpujarra;municipio;-74,9329;3,391548
73;tolima;73026;alvarado;municipio;-74,953418;4,567356
73;tolima;73030;ambalema;municipio;-74,764429;4,782682
73;tolima;73043;anzoátegui;municipio;-75,093772;4,631756
73;tolima;73055;armero;municipio;-74,884438;5,030744
73;tolima;73067;ataco;municipio;-75,382545;3,590591
73;tolima;73124;cajamarca;municipio;-75,431971;4,438812
73;tolima;73148;carmen de apicalá;municipio;-74,717633;4,152334
73;tolima;73152;casabianca;municipio;-75,120966;5,078465
73;tolima;73168;chaparral;municipio;-75,480765;3,722918
73;tolima;73200;coello;municipio;-74,898464;4,287276
73;tolima;73217;coyaima;municipio;-75,193862;3,798036
73;tolima;73226;cunday;municipio;-74,692227;4,059259
73;tolima;73236;dolores;municipio;-74,896761;3,539072
73;tolima;73268;espinal;municipio;-74,885446;4,151314
73;tolima;73270;falan;municipio;-74,953007;5,123104
73;tolima;73275;flandes;municipio;-74,818763;4,276373
73;tolima;73283;fresno;municipio;-75,035722;5,153576
73;tolima;73319;guamo;municipio;-74,968135;4,030992
73;tolima;73347;herveo;municipio;-75,177151;5,080228
73;tolima;73349;honda;municipio;-74,75699;5,211816
73;tolima;73352;icononzo;municipio;-74,531969;4,176487
73;tolima;73408;lérida;municipio;-74,910716;4,862046
73;tolima;73411;líbano;municipio;-75,061959;4,92042
73;tolima;73443;san sebastián de mariquita;municipio;-74,889276;5,199708
73;tolima;73449;melgar;municipio;-74,641317;4,203655
73;tolima;73461;murillo;municipio;-75,171022;4,874341
73;tolima;73483;natagaima;municipio;-75,093182;3,624324
73;tolima;73504;ortega;municipio;-75,222601;3,934916
73;tolima;73520;palocabildo;municipio;-75,022167;5,120918
73;tolima;73547;piedras;municipio;-74,878106;4,543951
73;tolima;73555;planadas;municipio;-75,644163;3,197911
73;tolima;73563;prado;municipio;-74,927447;3,750939
73;tolima;73585;purificación;municipio;-74,935555;3,857246
73;tolima;73616;rioblanco;municipio;-75,644069;3,529932
73;tolima;73622;roncesvalles;municipio;-75,605959;4,011567
73;tolima;73624;rovira;municipio;-75,240648;4,239019
73;tolima;73671;saldaña;municipio;-75,016852;3,929815
73;tolima;73675;san antonio;municipio;-75,480074;3,914146
73;tolima;73678;san luis;municipio;-75,095804;4,133721
73;tolima;73686;santa isabel;municipio;-75,097934;4,713606
73;tolima;73770;suárez;municipio;-74,831885;4,048891
73;tolima;73854;valle de san juan;municipio;-75,115669;4,197494
73;tolima;73861;venadillo;municipio;-74,929333;4,717878
73;tolima;73870;villahermosa;municipio;-75,117729;5,030452
73;tolima;73873;villarrica;municipio;-74,600285;3,936902
76;valle del cauca;76001;santiago de cali;municipio;-76,52133;3,413686
76;valle del cauca;76020;alcalá;municipio;-75,779792;4,674994
76;valle del cauca;76036;andalucía;municipio;-76,167925;4,171713
76;valle del cauca;76041;ansermanuevo;municipio;-75,992003;4,794984
76;valle del cauca;76054;argelia;municipio;-76,119905;4,726945
76;valle del cauca;76100;bolívar;municipio;-76,183583;4,337846
76;valle del cauca;76109;buenaventura;municipio;-77,01074;3,875708
76;valle del cauca;76111;guadalajara de buga;municipio;-76,298979;3,900736
76;valle del cauca;76113;bugalagrande;municipio;-76,15682;4,208358
76;valle del cauca;76122;caicedonia;municipio;-75,830594;4,334808
76;valle del cauca;76126;calima;municipio;-76,484132;3,933664
76;valle del cauca;76130;candelaria;municipio;-76,346519;3,408354
76;valle del cauca;76147;cartago;municipio;-75,924374;4,742192
76;valle del cauca;76233;dagua;municipio;-76,68886;3,657318
76;valle del cauca;76243;el águila;municipio;-76,042779;4,906062
76;valle del cauca;76246;el cairo;municipio;-76,221611;4,760874
76;valle del cauca;76248;el cerrito;municipio;-76,311972;3,684229
76;valle del cauca;76250;el dovio;municipio;-76,237084;4,510452
76;valle del cauca;76275;florida;municipio;-76,234199;3,324118
76;valle del cauca;76306;ginebra;municipio;-76,268068;3,724181
76;valle del cauca;76318;guacarí;municipio;-76,330911;3,761815
76;valle del cauca;76364;jamundí;municipio;-76,538472;3,258751
76;valle del cauca;76377;la cumbre;municipio;-76,56805;3,649268
76;valle del cauca;76400;la unión;municipio;-76,099661;4,533869
76;valle del cauca;76403;la victoria;municipio;-76,036529;4,523603
76;valle del cauca;76497;obando;municipio;-75,974709;4,575712
76;valle del cauca;76520;palmira;municipio;-76,298846;3,531544
76;valle del cauca;76563;pradera;municipio;-76,241799;3,419793
76;valle del cauca;76606;restrepo;municipio;-76,523329;3,821351
76;valle del cauca;76616;riofrío;municipio;-76,288313;4,156908
76;valle del cauca;76622;roldanillo;municipio;-76,152277;4,413601
76;valle del cauca;76670;san pedro;municipio;-76,228692;3,995073
76;valle del cauca;76736;sevilla;municipio;-75,931629;4,270714
76;valle del cauca;76823;toro;municipio;-76,076859;4,608085
76;valle del cauca;76828;trujillo;municipio;-76,318818;4,212037
76;valle del cauca;76834;tuluá;municipio;-76,197731;4,085399
76;valle del cauca;76845;ulloa;municipio;-75,737808;4,703623
76;valle del cauca;76863;versalles;municipio;-76,199203;4,575019
76;valle del cauca;76869;vijes;municipio;-76,441804;3,698686
76;valle del cauca;76890;yotoco;municipio;-76,382698;3,861241
76;valle del cauca;76892;yumbo;municipio;-76,499893;3,540097
76;valle del cauca;76895;zarzal;municipio;-76,070795;4,392658
81;arauca;81001;arauca;municipio;-70,747408;7,072726
81;arauca;81065;arauquita;municipio;-71,426733;7,02702
81;arauca;81220;cravo norte;municipio;-70,204286;6,303913
81;arauca;81300;fortul;municipio;-71,76877;6,796695
81;arauca;81591;puerto rondón;municipio;-71,10339;6,281461
81;arauca;81736;saravena;municipio;-71,872812;6,953926
81;arauca;81794;tame;municipio;-71,754427;6,453324
85;casanare;85001;yopal;municipio;-72,396132;5,327102
85;casanare;85010;aguazul;municipio;-72,546838;5,172641
85;casanare;85015;chámeza;municipio;-72,87016;5,214527
85;casanare;85125;hato corozal;municipio;-71,764213;6,154099
85;casanare;85136;la salina;municipio;-72,334978;6,127762
85;casanare;85139;maní;municipio;-72,281384;4,81681
85;casanare;85162;monterrey;municipio;-72,894065;4,877017
85;casanare;85225;nunchía;municipio;-72,195323;5,636474
85;casanare;85230;orocué;municipio;-71,338533;4,790258
85;casanare;85250;paz de ariporo;municipio;-71,890348;5,879827
85;casanare;85263;pore;municipio;-71,99286;5,72773
85;casanare;85279;recetor;municipio;-72,760991;5,229181
85;casanare;85300;sabanalarga;municipio;-73,038696;4,854787
85;casanare;85315;sácama;municipio;-72,250157;6,096738
85;casanare;85325;san luis de palenque;municipio;-71,732198;5,422397
85;casanare;85400;támara;municipio;-72,16165;5,829543
85;casanare;85410;tauramena;municipio;-72,74662;5,018977
85;casanare;85430;trinidad;municipio;-71,662812;5,412178
85;casanare;85440;villanueva;municipio;-72,927797;4,61035
86;putumayo;86001;mocoa;municipio;-76,654238;1,151172
86;putumayo;86219;colón;municipio;-76,972566;1,190133
86;putumayo;86320;orito;municipio;-76,873276;0,663593
86;putumayo;86568;puerto asís;municipio;-76,496887;0,505627
86;putumayo;86569;puerto caicedo;municipio;-76,606118;0,687784
86;putumayo;86571;puerto guzmán;municipio;-76,407663;0,962854
86;putumayo;86573;puerto leguízamo;municipio;-74,781842;-0,192318
86;putumayo;86749;sibundoy;municipio;-76,917814;1,20026
86;putumayo;86755;san francisco;municipio;-76,879283;1,174194
86;putumayo;86757;san miguel;municipio;-76,91217;0,34346
86;putumayo;86760;santiago;municipio;-77,002641;1,147076
86;putumayo;86865;valle del guamuez;municipio;-76,906751;0,423506
86;putumayo;86885;villagarzón;municipio;-76,61721;1,028821
88;archipiélago de san andrés, providencia y santa catalina;88001;san andrés;isla;-81,707181;12,578108
88;archipiélago de san andrés, providencia y santa catalina;88564;providencia;municipio;-81,368386;13,373185
91;amazonas;91001;leticia;municipio;-69,941721;-4,19895
91;amazonas;91263;el encanto;área no municipalizada;-73,207114;-1,74806
91;amazonas;91405;la chorrera;área no municipalizada;-72,791889;-1,442617
91;amazonas;91407;la pedrera;área no municipalizada;-69,585499;-1,320301
91;amazonas;91430;la victoria;área no municipalizada;-71,223208;0,054936
91;amazonas;91460;mirití - paraná;área no municipalizada;-70,98893;-0,888833
91;amazonas;91530;puerto alegría;área no municipalizada;-74,014461;-1,005674
91;amazonas;91536;puerto arica;área no municipalizada;-71,752186;-2,147039
91;amazonas;91540;puerto nariño;municipio;-70,364937;-3,779934
91;amazonas;91669;puerto santander;área no municipalizada;-72,384213;-0,621184
91;amazonas;91798;tarapacá;área no municipalizada;-69,741745;-2,890126
94;guainía;94001;inírida;municipio;-67,918613;3,866764
94;guainía;94343;barrancominas;municipio;-69,814066;3,494178
94;guainía;94883;san felipe;área no municipalizada;-67,067848;1,912495
94;guainía;94884;puerto colombia;área no municipalizada;-67,566774;2,726438
94;guainía;94885;la guadalupe;área no municipalizada;-66,963692;1,632464
94;guainía;94886;cacahual;área no municipalizada;-67,413312;3,52617
94;guainía;94887;pana pana;área no municipalizada;-69,0099;1,865668
94;guainía;94888;morichal;área no municipalizada;-69,919404;2,265132
95;guaviare;95001;san josé del guaviare;municipio;-72,639254;2,565932
95;guaviare;95015;calamar;municipio;-72,655197;1,960982
95;guaviare;95025;el retorno;municipio;-72,627304;2,330164
95;guaviare;95200;miraflores;municipio;-71,950416;1,337539
97;vaupés;97001;mitú;municipio;-70,232641;1,253151
